10001,0,2,1022,1007,1031,"0,0,1,0,0",3,1,6,6,7,1003+1005,1005,0
10002,0,3,1008,1015,1001,"0,1,0,0,1",6,0,4,4,7,0,1002/1003,0
10003,0,2,1022,1020,1012,"0,1,0,0,1",3,0,4,9,9,1003+1005,0,1001
10007,0,2,1004,1005,1029,"0,0,1,0,0",5,1,7,0,8,0,1002,0
10008,0,0,1021,1022,1021,"0,1,0,0,1",2,0,5,11,6,1005/1006,1003+1005,1005/1006
10009,0,0,1020,1013,1032,"0,0,1,0,0",3,1,7,4,8,0,1002/1003,1001/1002
10011,0,0,1020,1033,1020,"0,0,1,0,0",3,1,3,12,4,0,0,0
10013,0,2,1026,1007,1020,"0,0,1,0,0",5,1,2,10,3,0,1005,0
10015,0,0,1013,1013,1032,"0,0,0,0,3",3,1,10,0,7,1002/1003,1002/1003,1001/1002
10016,0,2,1020,1022,1026,"0,0,1,0,0",3,1,4,10,5,0,1003+1005,0
10017,0,3,1003,1013,1004,"0,1,0,0,1",6,0,6,0,9,1001,1002/1003,0
10018,0,3,1020,1033,1003,"0,0,0,1,1",5,1,2,8,7,0,0,1001
10021,0,2,1005,1021,1030,"0,0,1,0,0",4,1,6,4,7,1002,1005/1006,1002/1003
10023,0,2,1037,1009,1013,"0,0,0,0,3",3,1,8,4,5,1004,1005,1002/1003
10024,0,2,1011,1032,1023,"0,0,0,1,1",3,1,5,2,18,0,1001/1002,1001/1007
10026,0,0,1015,1017,1022,"0,1,0,0,1",2,0,8,6,7,1002/1003,1002/1005,1003+1005
10027,0,2,1027,1005,1017,"0,0,1,0,0",5,1,4,6,5,1005,1002,1002/1005
10029,0,3,1002,1017,1014,"0,1,0,0,1",5,0,5,3,10,0,1002/1005,0
10031,0,2,1034,1015,1009,"0,0,1,0,0",4,1,4,8,5,1005/1006,1002/1003,1005
10033,0,2,1009,1014,1033,"0,0,1,0,0",4,1,4,8,5,1005,0,0
10035,0,0,1033,1015,1018,"0,0,0,1,1",3,1,6,4,11,0,1002/1003,1001/1007
10036,0,3,1003,1007,1022,"0,1,0,0,1",5,0,4,6,7,1001,1005,1003+1005
10037,0,2,1027,1018,1023,"0,0,0,1,1",3,1,5,3,16,1005,1001/1007,1001/1007
10044,0,2,1012,1010,1020,"0,1,0,0,1",5,0,4,6,7,1001,1002/1003,0
10046,0,3,1027,1007,1002,"0,0,0,1,1",7,1,1,6,6,1005,1005,0
10047,0,2,1005,1007,1033,"0,0,0,1,1",5,1,4,7,3,1002,1005,0
10049,0,3,1003,1037,1020,"0,0,1,0,0",4,1,5,4,10,1001,1004,0
10050,0,2,1007,1016,1037,"0,0,0,0,3",3,1,7,6,4,1005,0,1004
10052,0,2,1004,1024,1006,"0,0,0,1,1",6,1,5,3,4,0,0,0
10054,0,3,1004,1001,1035,"0,0,0,1,1",5,1,6,3,5,0,0,1002/1005
10055,0,2,1008,1022,1008,"0,1,0,0,1",4,0,3,11,4,0,1003+1005,0
10056,0,2,1008,1013,1012,"0,1,0,0,1",5,0,4,6,7,0,1002/1003,1001
10058,0,2,1007,1026,1005,"0,0,1,0,0",6,1,3,6,4,1005,0,1002
10059,0,2,1009,1021,1034,"0,0,1,0,0",4,1,2,12,3,1005,1005/1006,1005/1006
10061,0,0,1021,1020,1036,"0,0,0,1,1",2,1,5,8,10,1005/1006,0,1001
10062,0,2,1016,1008,1006,"0,1,0,0,1",5,0,3,10,2,0,0,0
10063,0,0,1016,1022,1036,"0,0,1,0,0",1,1,8,6,9,0,1003+1005,1001
10064,0,2,1006,1020,1009,"0,1,0,0,1",5,0,2,11,3,0,0,1005
10065,0,2,1009,1034,1017,"0,0,0,1,1",4,1,3,11,2,1005,1005/1006,1002/1005
10066,0,2,1030,1005,1011,"0,0,0,1,1",5,1,5,2,10,1002/1003,1002,0
10069,0,2,1007,1006,1020,"0,1,0,0,1",5,0,3,10,2,1005,0,0
10070,0,3,1002,1020,1035,"0,0,0,0,3",4,1,4,7,7,0,0,1002/1005
10071,0,2,1029,1013,1009,"0,0,0,0,3",4,1,7,4,4,0,1002/1003,1005
10072,0,0,1023,1017,1034,"0,0,0,0,3",2,1,6,7,9,1001/1007,1002/1005,1005/1006
10073,0,0,1019,1022,1036,"0,0,0,1,1",1,1,7,3,18,1001/1007/1008,1003+1005,1001
10074,0,2,1019,1024,1022,"0,0,1,0,0",3,1,6,3,13,1001/1007/1008,0,1003+1005
10075,0,2,1024,1019,1022,"0,0,1,0,0",3,1,6,3,13,0,1001/1007/1008,1003+1005
10076,0,3,1001,1023,1022,"0,1,0,0,1",3,0,7,3,12,0,1001/1007,1003+1005
10077,0,3,1028,1002,1006,"0,0,0,0,3",7,1,2,5,5,0,0,0
10078,0,2,1005,1004,1035,"0,0,0,1,1",4,1,7,3,6,1002,0,1002/1005
10084,0,2,1036,1016,1006,"0,0,1,0,0",3,1,6,6,7,1001,0,0
10085,0,2,1031,1005,1014,"0,0,0,1,1",4,1,7,0,12,0,1002,0
10086,0,0,1030,1022,1016,"0,0,0,0,3",2,1,8,6,5,1002/1003,1003+1005,0
10087,0,2,1008,1034,1008,"0,0,1,0,0",5,1,1,12,2,0,1005/1006,0
10090,0,2,1013,1011,1015,"0,1,0,0,1",4,0,7,2,10,1002/1003,0,1002/1003
10091,0,0,1031,1014,1020,"0,0,1,0,0",3,1,6,4,11,0,0,0
10093,0,2,1028,1014,1017,"0,0,0,1,1",4,1,6,5,5,0,0,1002/1005
10094,0,0,1020,1015,1033,"0,0,1,0,0",3,1,5,8,6,0,1002/1003,0
10096,0,3,1001,1020,1013,"0,1,0,0,1",5,0,6,4,5,0,0,1002/1003
10097,0,2,1005,1023,1023,"0,1,0,0,1",2,0,8,0,19,1002,1001/1007,1001/1007
10099,0,2,1012,1016,1014,"0,1,0,0,1",4,0,5,5,10,1001,0,0
10100,0,2,1022,1012,1022,"0,1,0,0,1",2,0,6,8,9,1003+1005,1001,1003+1005
10102,0,2,1009,1016,1009,"0,1,0,0,1",5,0,2,11,3,1005,0,1005
10103,0,3,1002,1005,1035,"0,0,0,0,3",5,1,5,3,8,0,1002,1002/1005
10104,0,3,1001,1014,1035,"0,0,0,1,1",4,1,7,3,6,0,0,1002/1005
10106,0,3,1009,1001,1024,"0,0,1,0,0",7,1,3,4,4,1005,0,0
10107,0,3,1024,1005,1002,"0,0,0,1,1",7,1,4,0,9,0,1002,0
10108,0,2,1012,1017,1032,"0,0,0,1,1",4,1,4,5,11,1001,1002/1005,1001/1002
10109,0,2,1013,1009,1015,"0,1,0,0,1",4,0,7,4,6,1002/1003,1005,1002/1003
10110,0,2,1010,1031,1007,"0,0,0,1,1",5,1,6,3,5,1002/1003,0,1005
10111,0,3,1020,1001,1014,"0,1,0,0,1",5,0,5,4,8,0,0,0
10114,0,0,1031,1022,1022,"0,0,1,0,0",1,1,8,6,9,0,1003+1005,1003+1005
10116,0,0,1020,1023,1022,"0,1,0,0,1",1,0,7,7,12,0,1001/1007,1003+1005
10117,0,3,1003,1025,1018,"0,0,0,1,1",6,1,4,0,13,1001,1002,1001/1007
10119,0,2,1013,1004,1023,"0,1,0,0,1",3,0,9,0,12,1002/1003,0,1001/1007
10120,0,0,1017,1017,1032,"0,0,1,0,0",3,1,6,6,7,1002/1005,1002/1005,1001/1002
10121,0,3,1003,1023,1036,"0,0,0,1,1",3,1,6,0,19,1001,1001/1007,1001
10122,0,2,1004,1033,1011,"0,0,0,1,1",5,1,3,6,8,0,0,0
10124,0,2,1019,1005,1037,"0,0,0,1,1",3,1,7,0,16,1001/1007/1008,1002,1004
10126,0,2,1012,1010,1022,"0,1,0,0,1",4,0,6,5,7,1001,1002/1003,1003+1005
10127,0,2,1025,1022,1009,"0,0,0,1,1",4,1,5,7,4,1002,1003+1005,1005
10131,0,0,1014,1013,1018,"0,1,0,0,1",3,0,9,0,12,0,1002/1003,1001/1007
10132,0,0,1036,1016,1014,"0,0,0,1,1",2,1,8,3,11,1001,0,0
10133,0,0,1021,1032,1018,"0,0,0,1,1",3,1,5,4,14,1005/1006,1001/1002,1001/1007
10134,0,2,1026,1006,1012,"0,0,0,1,1",6,1,1,8,6,0,0,1001
