100001,0,2,1609,1609
100002,0,2,1609,1610
100003,0,2,1609,1617
100004,0,2,1609,1618
100005,0,2,1609,1673
100006,0,2,1609,1674
100007,0,2,1609,1681
100008,0,2,1609,1682
100009,0,2,1610,1609
100010,0,2,1610,1610
100011,0,2,1610,1617
100012,0,2,1610,1618
100013,0,2,1610,1673
100014,0,2,1610,1674
100015,0,2,1610,1681
100016,0,2,1610,1682
100017,0,2,1617,1609
100018,0,2,1617,1610
100019,0,2,1617,1617
100020,0,2,1617,1618
100021,0,2,1617,1673
100022,0,2,1617,1674
100023,0,2,1617,1681
100024,0,2,1617,1682
100025,0,2,1618,1609
100026,0,2,1618,1610
100027,0,2,1618,1617
100028,0,2,1618,1618
100029,0,2,1618,1673
100030,0,2,1618,1674
100031,0,2,1618,1681
100032,0,2,1618,1682
100033,0,2,1673,1609
100034,0,2,1673,1610
100035,0,2,1673,1617
100036,0,2,1673,1618
100037,0,2,1673,1673
100038,0,2,1673,1674
100039,0,2,1673,1681
100040,0,2,1673,1682
100041,0,2,1674,1609
100042,0,2,1674,1610
100043,0,2,1674,1617
100044,0,2,1674,1618
100045,0,2,1674,1673
100046,0,2,1674,1674
100047,0,2,1674,1681
100048,0,2,1674,1682
100049,0,2,1681,1609
100050,0,2,1681,1610
100051,0,2,1681,1617
100052,0,2,1681,1618
100053,0,2,1681,1673
100054,0,2,1681,1674
100055,0,2,1681,1681
100056,0,2,1681,1682
100057,0,2,1682,1609
100058,0,2,1682,1610
100059,0,2,1682,1617
100060,0,2,1682,1618
100061,0,2,1682,1673
100062,0,2,1682,1674
100063,0,2,1682,1681
100064,0,2,1682,1682
100065,0,2,1609,2121
100066,0,2,1609,2122
100067,0,2,1609,2129
100068,0,2,1609,2130
100069,0,2,1609,2185
100070,0,2,1609,2186
100071,0,2,1609,2193
100072,0,2,1609,2194
100073,0,2,1610,2121
100074,0,2,1610,2122
100075,0,2,1610,2129
100076,0,2,1610,2130
100077,0,2,1610,2185
100078,0,2,1610,2186
100079,0,2,1610,2193
100080,0,2,1610,2194
100081,0,2,1617,2121
100082,0,2,1617,2122
100083,0,2,1617,2129
100084,0,2,1617,2130
100085,0,2,1617,2185
100086,0,2,1617,2186
100087,0,2,1617,2193
100088,0,2,1617,2194
100089,0,2,1618,2121
100090,0,2,1618,2122
100091,0,2,1618,2129
100092,0,2,1618,2130
100093,0,2,1618,2185
100094,0,2,1618,2186
100095,0,2,1618,2193
100096,0,2,1618,2194
100097,0,2,1673,2121
100098,0,2,1673,2122
100099,0,2,1673,2129
100100,0,2,1673,2130
100101,0,2,1673,2185
100102,0,2,1673,2186
100103,0,2,1673,2193
100104,0,2,1673,2194
100105,0,2,1674,2121
100106,0,2,1674,2122
100107,0,2,1674,2129
100108,0,2,1674,2130
100109,0,2,1674,2185
100110,0,2,1674,2186
100111,0,2,1674,2193
100112,0,2,1674,2194
100113,0,2,1681,2121
