100001,0,3,1609,1609,3
100002,0,3,1609,1609,4
100003,0,3,1609,1609,5
100004,0,3,1609,1610,3
100005,0,3,1609,1610,4
100006,0,3,1609,1610,5
100007,0,3,1609,1617,3
100008,0,3,1609,1617,4
100009,0,3,1609,1617,5
100010,0,3,1609,1618,3
100011,0,3,1609,1618,4
100012,0,3,1609,1618,5
100013,0,3,1609,1673,3
100014,0,3,1609,1673,4
100015,0,3,1609,1673,5
100016,0,3,1609,1674,3
100017,0,3,1609,1674,4
100018,0,3,1609,1674,5
100019,0,3,1609,1681,3
100020,0,3,1609,1681,4
100021,0,3,1609,1681,5
100022,0,3,1609,1682,3
100023,0,3,1609,1682,4
100024,0,3,1609,1682,5
100025,0,3,1610,1609,3
100026,0,3,1610,1609,4
100027,0,3,1610,1609,5
100028,0,3,1610,1610,3
100029,0,3,1610,1610,4
100030,0,3,1610,1610,5
100031,0,3,1610,1617,3
100032,0,3,1610,1617,4
100033,0,3,1610,1617,5
100034,0,3,1610,1618,3
100035,0,3,1610,1618,4
100036,0,3,1610,1618,5
100037,0,3,1610,1673,3
100038,0,3,1610,1673,4
100039,0,3,1610,1673,5
100040,0,3,1610,1674,3
100041,0,3,1610,1674,4
100042,0,3,1610,1674,5
100043,0,3,1610,1681,3
100044,0,3,1610,1681,4
100045,0,3,1610,1681,5
100046,0,3,1610,1682,3
100047,0,3,1610,1682,4
100048,0,3,1610,1682,5
100049,0,3,1617,1609,3
100050,0,3,1617,1609,4
100051,0,3,1617,1609,5
100052,0,3,1617,1610,3
100053,0,3,1617,1610,4
100054,0,3,1617,1610,5
100055,0,3,1617,1617,3
100056,0,3,1617,1617,4
100057,0,3,1617,1617,5
100058,0,3,1617,1618,3
100059,0,3,1617,1618,4
100060,0,3,1617,1618,5
100061,0,3,1617,1673,3
100062,0,3,1617,1673,4
100063,0,3,1617,1673,5
100064,0,3,1617,1674,3
100065,0,3,1617,1674,4
100066,0,3,1617,1674,5
100067,0,3,1617,1681,3
100068,0,3,1617,1681,4
100069,0,3,1617,1681,5
100070,0,3,1617,1682,3
100071,0,3,1617,1682,4
100072,0,3,1617,1682,5
100073,0,3,1618,1609,3
100074,0,3,1618,1609,4
100075,0,3,1618,1609,5
100076,0,3,1618,1610,3
100077,0,3,1618,1610,4
100078,0,3,1618,1610,5
100079,0,3,1618,1617,3
100080,0,3,1618,1617,4
100081,0,3,1618,1617,5
100082,0,3,1618,1618,3
100083,0,3,1618,1618,4
100084,0,3,1618,1618,5
100085,0,3,1618,1673,3
100086,0,3,1618,1673,4
100087,0,3,1618,1673,5
100088,0,3,1618,1674,3
100089,0,3,1618,1674,4
100090,0,3,1618,1674,5
100091,0,3,1618,1681,3
100092,0,3,1618,1681,4
100093,0,3,1618,1681,5
100094,0,3,1618,1682,3
100095,0,3,1618,1682,4
100096,0,3,1618,1682,5
100097,0,3,1673,1609,3
100098,0,3,1673,1609,4
100099,0,3,1673,1609,5
100100,0,3,1673,1610,3
100101,0,3,1673,1610,4
100102,0,3,1673,1610,5
100103,0,3,1673,1617,3
100104,0,3,1673,1617,4
100105,0,3,1673,1617,5
100106,0,3,1673,1618,3
100107,0,3,1673,1618,4
100108,0,3,1673,1618,5
100109,0,3,1673,1673,3
100110,0,3,1673,1673,4
100111,0,3,1673,1673,5
100112,0,3,1673,1674,3
100113,0,3,1673,1674,4
100114,0,3,1673,1674,5
100115,0,3,1673,1681,3
100116,0,3,1673,1681,4
100117,0,3,1673,1681,5
100118,0,3,1673,1682,3
100119,0,3,1673,1682,4
100120,0,3,1673,1682,5
100121,0,3,1674,1609,3
100122,0,3,1674,1609,4
100123,0,3,1674,1609,5
100124,0,3,1674,1610,3
100125,0,3,1674,1610,4
100126,0,3,1674,1610,5
100127,0,3,1674,1617,3
100128,0,3,1674,1617,4
100129,0,3,1674,1617,5
100130,0,3,1674,1618,3
100131,0,3,1674,1618,4
100132,0,3,1674,1618,5
100133,0,3,1674,1673,3
100134,0,3,1674,1673,4
100135,0,3,1674,1673,5
100136,0,3,1674,1674,3
100137,0,3,1674,1674,4
100138,0,3,1674,1674,5
100139,0,3,1674,1681,3
100140,0,3,1674,1681,4
100141,0,3,1674,1681,5
100142,0,3,1674,1682,3
100143,0,3,1674,1682,4
100144,0,3,1674,1682,5
100145,0,3,1681,1609,3
100146,0,3,1681,1609,4
100147,0,3,1681,1609,5
100148,0,3,1681,1610,3
100149,0,3,1681,1610,4
100150,0,3,1681,1610,5
100151,0,3,1681,1617,3
100152,0,3,1681,1617,4
100153,0,3,1681,1617,5
100154,0,3,1681,1618,3
100155,0,3,1681,1618,4
100156,0,3,1681,1618,5
100157,0,3,1681,1673,3
100158,0,3,1681,1673,4
100159,0,3,1681,1673,5
100160,0,3,1681,1674,3
100161,0,3,1681,1674,4
100162,0,3,1681,1674,5
100163,0,3,1681,1681,3
100164,0,3,1681,1681,4
100165,0,3,1681,1681,5
100166,0,3,1681,1682,3
100167,0,3,1681,1682,4
100168,0,3,1681,1682,5
100169,0,3,1682,1609,3
100170,0,3,1682,1609,4
100171,0,3,1682,1609,5
100172,0,3,1682,1610,3
100173,0,3,1682,1610,4
